,Unnamed: 0,Rewards,Agent
0,0,50,AlegAATr
1,1,50,AlegAATr
2,2,50,AlegAATr
3,3,50,AlegAATr
4,4,50,AlegAATr
5,5,50,AlegAATr
6,6,50,AlegAATr
7,7,50,AlegAATr
8,8,50,AlegAATr
9,9,50,AlegAATr
10,10,50,AlegAATr
11,11,50,AlegAATr
12,12,50,AlegAATr
13,13,50,AlegAATr
14,14,50,AlegAATr
15,15,50,AlegAATr
16,16,50,AlegAATr
17,17,50,AlegAATr
18,18,50,AlegAATr
19,19,50,AlegAATr
20,20,50,AlegAATr
21,21,50,AlegAATr
22,22,50,AlegAATr
23,23,50,AlegAATr
24,24,50,AlegAATr
25,25,50,AlegAATr
26,26,50,AlegAATr
27,27,50,AlegAATr
28,28,50,AlegAATr
29,29,50,AlegAATr
30,30,50,AlegAATr
31,31,50,AlegAATr
32,32,50,AlegAATr
33,33,50,AlegAATr
34,34,50,AlegAATr
35,35,50,AlegAATr
36,36,50,AlegAATr
37,37,50,AlegAATr
38,38,50,AlegAATr
39,39,50,AlegAATr
40,40,50,AlegAATr
41,41,50,AlegAATr
42,42,50,AlegAATr
43,43,50,AlegAATr
44,44,50,AlegAATr
45,45,50,AlegAATr
46,46,50,AlegAATr
47,47,50,AlegAATr
48,48,50,AlegAATr
49,49,50,AlegAATr
50,50,50,AlegAATr
51,51,50,AlegAATr
52,52,50,AlegAATr
53,53,50,AlegAATr
54,54,50,AlegAATr
55,55,50,AlegAATr
56,56,50,AlegAATr
57,57,50,AlegAATr
58,58,50,AlegAATr
59,59,50,AlegAATr
60,60,50,AlegAATr
61,61,50,AlegAATr
62,62,50,AlegAATr
63,63,50,AlegAATr
64,64,50,AlegAATr
65,65,50,AlegAATr
66,66,50,AlegAATr
67,67,50,AlegAATr
68,68,50,AlegAATr
69,69,50,AlegAATr
70,70,50,AlegAATr
71,71,50,AlegAATr
72,72,50,AlegAATr
73,73,50,AlegAATr
74,74,50,AlegAATr
75,75,50,AlegAATr
76,76,50,AlegAATr
77,77,50,AlegAATr
78,78,50,AlegAATr
79,79,50,AlegAATr
80,80,50,AlegAATr
81,81,50,AlegAATr
82,82,50,AlegAATr
83,83,50,AlegAATr
84,84,50,AlegAATr
85,85,50,AlegAATr
86,86,50,AlegAATr
87,87,50,AlegAATr
88,88,50,AlegAATr
89,89,50,AlegAATr
90,90,50,AlegAATr
91,91,50,AlegAATr
92,92,50,AlegAATr
93,93,50,AlegAATr
94,94,50,AlegAATr
95,95,50,AlegAATr
96,96,50,AlegAATr
97,97,50,AlegAATr
98,98,50,AlegAATr
99,99,50,AlegAATr
100,0,-28,AlegAAATr
101,1,0,AlegAAATr
102,2,-22,AlegAAATr
103,3,22,AlegAAATr
104,4,19,AlegAAATr
105,5,-21,AlegAAATr
106,6,28,AlegAAATr
107,7,-28,AlegAAATr
108,8,29,AlegAAATr
109,9,5,AlegAAATr
110,10,21,AlegAAATr
111,11,-19,AlegAAATr
112,12,-3,AlegAAATr
113,13,-19,AlegAAATr
114,14,11,AlegAAATr
115,15,-45,AlegAAATr
116,16,-43,AlegAAATr
117,17,5,AlegAAATr
118,18,-6,AlegAAATr
119,19,-10,AlegAAATr
120,20,-28,AlegAAATr
121,21,20,AlegAAATr
122,22,-18,AlegAAATr
123,23,14,AlegAAATr
124,24,21,AlegAAATr
125,25,-35,AlegAAATr
126,26,-19,AlegAAATr
127,27,9,AlegAAATr
128,28,-19,AlegAAATr
129,29,21,AlegAAATr
